# Columns: Station Code, latitude, longitude, regression dist (km), intensity, network code, Channel 1 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g), Channel 2 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g), Channel 3 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g)
NC.KRP,41.15765,-124.0233,347.86,1.0, NC, --.HNZ,0.0713,0.0128,0.013,0.0204,0.0272, --.HNN,0.0831,0.0287,0.029,0.0295,0.0401, --.HNE,0.1342,0.0178,0.0181,0.0237,0.0179
NC.KSXB,41.83038,-123.87688,412.57,1.0, NC, --.HHE,0.0803,0.0108,0.0109,0.0164,0.0249, --.HHN,0.0343,0.0066,0.0069,0.0135,0.0231, --.HHZ,0.023,0.0042,0.0042,0.0095,0.0107
NC.L001,40.22535,-121.07574,238.77,1.0, NC, 01.HNN,0.0395,0.0296,0.0861,0.0302,0.0054, 01.HNE,0.0425,0.0349,0.0875,0.0414,0.0095, 01.HNZ,0.0317,0.0211,0.0519,0.0227,0.0124
NC.L003,40.16247,-120.9654,237.19,1.0, NC, 01.HNN,0.0753,0.0507,0.0815,0.0934,0.0165, 01.HNE,0.0717,0.0608,0.1318,0.1364,0.0147, 01.HNZ,0.0511,0.025,0.0923,0.031,0.016
NC.LDH,40.5119,-121.5816,252.94,1.0, NC, --.HNZ,0.0551,0.0283,0.0502,0.0645,0.029, --.HNN,0.0854,0.0304,0.0378,0.1071,0.0453, --.HNE,0.134,0.037,0.051,0.0931,0.0553
NC.LMC,41.27416,-122.12197,329.69,1.0, NC, --.HNZ,0.0607,0.0171,0.0227,0.05,0.0129, --.HNN,0.0613,0.0278,0.0308,0.0865,0.0261, --.HNE,0.1131,0.023,0.0259,0.0723,0.0283
NC.MCY,37.64293,-119.02914,295.74,1.0, NC, --.HNZ,0.069,0.0277,0.0744,0.077,0.0136, --.HNN,0.0837,0.0575,0.1235,0.1205,0.0413, --.HNE,0.122,0.0925,0.1115,0.1985,0.0305
NC.MINS,37.65377,-119.06093,292.73,1.0, NC, --.HHE,0.0787,0.0481,0.1099,0.0675,0.0198, --.HHN,0.0655,0.0608,0.148,0.0752,0.0294, --.HHZ,0.0594,0.0291,0.0567,0.0728,0.0086
NC.N003,38.10896,-122.55376,24.44,1.0, NC, 01.HNN,0.2457,0.074,0.1452,0.1171,0.112, 01.HNE,0.1357,0.0755,0.0922,0.0976,0.1015, 01.HNZ,0.228,0.0724,0.0752,0.1246,0.1607
NC.N017,38.05299,-122.65866,35.53,1.0, NC, 01.HNN,0.2048,0.0849,0.1827,0.1024,0.1172, 01.HNE,0.2728,0.0833,0.1608,0.1912,0.146, 01.HNZ,0.1643,0.0509,0.1265,0.0792,0.1221
NC.PAGB,35.73065,-120.24986,331.77,1.0, NC, --.HHE,0.0584,0.0099,0.0146,0.0239,0.0108, --.HHN,0.0646,0.0092,0.0118,0.0226,0.0143, --.HHZ,0.0341,0.0055,0.0072,0.0125,0.0096
NC.PHOB,35.86661,-120.47961,307.93,1.0, NC, --.HNZ,0.0434,0.0171,0.0323,0.0554,0.0141, --.HNN,0.087,0.0322,0.0615,0.0718,0.0292, --.HNE,0.1747,0.0462,0.0599,0.1136,0.0755
NC.PMPB,36.2159,-120.80126,259.77,1.0, NC, --.HNZ,0.0558,0.0188,0.0318,0.0588,0.0124, --.HNN,0.108,0.0335,0.0518,0.092,0.0454, --.HNE,0.124,0.0315,0.0491,0.0942,0.062
NC.PSM,36.06881,-120.59618,283.32,1.0, NC, --.HNZ,0.0539,0.0187,0.0394,0.0258,0.0137, --.HNN,0.1447,0.0346,0.0551,0.0738,0.0439, --.HNE,0.1041,0.0459,0.0797,0.1066,0.0387
NN.BEK,39.8666,-120.3596,242.96,1.0, NN, --.HHE,0,0,0,0,0, --.HHN,0,0,0,0,0, --.HHZ,0,0,0,0,0
NN.LHV,38.2513,-118.5049,333.45,1.0, NN, --.HNZ,0.0766,0.0164,0.0222,0.0362,0.0165, --.HNN,0.1087,0.0392,0.0531,0.122,0.047, --.HNE,0.1178,0.034,0.0528,0.1101,0.0474
NN.OMMB,37.6131,-119.0005,298.99,1.0, NN, --.HHE,0.0599,0.0177,0.022,0.0482,0.0211, --.HHN,0.0497,0.028,0.0314,0.0767,0.0324, --.HHZ,0.0639,0.0145,0.0354,0.0603,0.0122
NP.1023,40.57616,-124.26367,301.58,1.0, NP, --.HNZ,0.027,0.0176,0.0163,0.0221,0.0111, --.HNN,0.0316,0.0164,0.0337,0.0389,0.0144, --.HNE,0.0366,0.0183,0.0306,0.044,0.0134
NP.1581,40.73501,-124.20763,313.85,1.0, NP, --.HNZ,0.0438,0.0138,0.013,0.027,0.0341, --.HNN,0.0256,0.0097,0.0099,0.0212,0.0182, --.HNE,0.017,0.0126,0.0114,0.0322,0.0102
NP.1582,40.69939,-124.20093,310.19,1.0, NP, --.HNZ,0.0392,0.0147,0.0138,0.0303,0.0303, --.HNN,0.0445,0.0195,0.0205,0.0661,0.0256, --.HNE,0.0316,0.0148,0.0169,0.0254,0.0207
NP.1584,40.49761,-124.29448,295.9,1.0, NP, --.HNZ,0.015,0.0089,0.0077,0.0186,0.0052, --.HNN,0.0242,0.0099,0.0101,0.0132,0.0118, --.HNE,0.0155,0.011,0.0095,0.0153,0.0123
NP.1586,40.6442,-124.22071,305.9,1.0, NP, --.HNZ,0.035,0.0129,0.0185,0.0297,0.0231, --.HNN,0.0314,0.0138,0.0152,0.0261,0.0268, --.HNE,0.0307,0.0151,0.0168,0.0339,0.0199
NP.1725,40.54408,-124.3544,303.06,1.0, NP, --.HNZ,0.0215,0.0088,0.0103,0.0231,0.0107, --.HNN,0.03,0.01,0.0162,0.0291,0.0133, --.HNE,0.0311,0.0146,0.0179,0.0199,0.0216
NP.1746,40.58908,-124.1479,297.42,1.0, NP, --.HNZ,0.0366,0.012,0.0121,0.0311,0.0227, --.HNN,0.0308,0.012,0.0129,0.0232,0.0154, --.HNE,0.0225,0.0114,0.0117,0.0366,0.011
NP.262,34.57804,-118.11392,552.36,1.0, NP, --.HNZ,0.0042,0.005,0.006,0.0068,0.0019, --.HNN,0.0063,0.0044,0.0082,0.008,0.0024, --.HNE,0.0049,0.0036,0.0065,0.006,0.0023
NP.5076,34.07951,-117.04483,659.98,1.0, NP, --.HNZ,0.0024,0.0044,0.0063,0.0057,0.001, --.HNN,0.0034,0.0044,0.0043,0.0057,0.0012, --.HNE,0.0036,0.0036,0.0047,0.0051,0.0013
NP.5241,33.51237,-116.80035,721.34,1.0, NP, --.HNZ,0.0014,0.0027,0.0017,0.0017,0.0006, --.HNN,0.0013,0.0018,0.0025,0.0027,0.0009, --.HNE,0.0021,0.0017,0.0021,0.0024,0.001
NP.5272,32.7081,-115.09256,895.83,1.0, NP, --.HNZ,0.0034,0.0185,0.0026,0.0031,0.0009, --.HNN,0.002,0.0041,0.0019,0.0023,0.0007,,,,,,
NP.5289,33.82176,-116.96836,685.53,1.0, NP, --.HNZ,0.0024,0.0199,0.0027,0.0038,0.0014, --.HNN,0.0028,0.0122,0.004,0.0039,0.0007, --.HNE,0.003,0.0096,0.0031,0.0057,0.0013
NP.5326,34.105,-117.2827,642.74,1.0, NP, --.HNZ,0.0044,0.0297,0.0073,0.0086,0.0017, --.HNN,0.0058,0.0103,0.0069,0.009,0.0027, --.HNE,0.0072,0.0127,0.006,0.0111,0.0041
NP.5337,34.14003,-117.29392,639.21,1.0, NP, --.HNZ,0.0051,0.1038,0.0105,0.0057,0.0012, --.HNN,0.0071,0.0345,0.0079,0.008,0.002, --.HNE,0.005,0.0159,0.0084,0.0072,0.0013
NP.5402,34.07618,-118.3959,579.28,1.0, NP, --.HNZ,0.009,0.0096,0.0031,0.0044,0.0113, --.HNN,0.0049,0.0051,0.0028,0.0043,0.0019, --.HNE,0.0055,0.0048,0.0039,0.0045,0.0031
NP.5403,34.39697,-119.29874,503.19,1.0, NP, --.HNZ,0.0087,0.0104,0.0052,0.0065,0.0058, --.HNN,0.0076,0.0069,0.004,0.0073,0.0036, --.HNE,0.0067,0.0107,0.0038,0.0052,0.0032
NP.5409,34.23396,-117.48244,619.71,1.0, NP, --.HNZ,0.0026,0.0028,0.0041,0.005,0.0012, --.HNN,0.0026,0.0026,0.0106,0.0031,0.0011, --.HNE,0.0024,0.0025,0.0075,0.004,0.0008
NP.5411,33.83066,-118.32888,604.99,1.0, NP, --.HNZ,0.0034,0.0351,0.0042,0.0028,0.0016, --.HNN,0.0027,0.0319,0.0033,0.0026,0.0008, --.HNE,0.003,0.0322,0.0037,0.0027,0.0009
NP.5442,34.04905,-116.94032,669.16,1.0, NP, --.HNZ,0.0025,0.0015,0.0046,0.0039,0.001, --.HNN,0.0019,0.0012,0.0038,0.0033,0.0006, --.HNE,0.0041,0.0012,0.0038,0.0031,0.0011
NP.5479,34.05034,-117.27737,647.5,1.0, NP, 0B.HNZ,0.0052,0.0064,0.0123,0.0095,0.0017, 0B.HNE,0.01,0.0065,0.0155,0.012,0.0035, 0B.HNN,0.0057,0.0051,0.0091,0.0097,0.0026
NP.5480,34.70307,-118.42574,523.1,1.0, NP, --.HNZ,0.0045,0.0028,0.0041,0.0071,0.0025, --.HNN,0.0034,0.0026,0.0054,0.0041,0.002, --.HNE,0.0038,0.003,0.0037,0.0027,0.0012
NP.5499,33.94046,-118.42066,590.14,1.0, NP, --.HNZ,0.0062,0.0038,0.0043,0.0037,0.0053, --.HNN,0.011,0.0042,0.0042,0.0067,0.0096, --.HNE,0.0075,0.0046,0.0044,0.0044,0.0043
PG.ARD,35.46316,-120.97833,328.3,1.0, PG, --.HNZ,0.0536,0.0109,0.0114,0.0169,0.0128, --.HNN,0.0528,0.01,0.0183,0.0169,0.0314, --.HNE,0.06,0.0116,0.0167,0.0254,0.0195
PG.BLD,35.53383,-120.90667,323.41,1.0, PG, --.HNZ,0.0498,0.0131,0.0207,0.0271,0.0311, --.HNN,0.0802,0.0167,0.0197,0.0454,0.0445, --.HNE,0.078,0.0141,0.0209,0.0259,0.0325
PG.DCD,35.21217,-120.84084,358.78,1.0, PG, --.HNZ,0.0305,0.0056,0.0066,0.0159,0.0067, --.HNN,0.0534,0.0075,0.0089,0.0183,0.0199, --.HNE,0.0753,0.0114,0.0117,0.0195,0.026
PG.DPD,35.233,-120.78167,358.6,1.0, PG, --.HNZ,0.0278,0.0106,0.025,0.0196,0.0116, --.HNN,0.0524,0.0204,0.0488,0.0548,0.0151, --.HNE,0.1157,0.0435,0.0779,0.125,0.0461
PG.EFD,35.3205,-120.725,351.63,1.0, PG, --.HNZ,0.0327,0.0097,0.0105,0.0127,0.0157, --.HNN,0.0469,0.0088,0.0115,0.0206,0.0175, --.HNE,0.0702,0.0098,0.0127,0.0218,0.0237
PG.LMD,35.38033,-120.82467,341.99,1.0, PG, --.HNZ,0.0399,0.0083,0.0085,0.0202,0.0161, --.HNN,0.0463,0.0066,0.0107,0.0167,0.0102, --.HNE,0.0628,0.0114,0.0121,0.027,0.0328
PG.LSD,35.29733,-120.843,349.9,1.0, PG, --.HNZ,0.0459,0.0133,0.0178,0.0357,0.0213, --.HNN,0.0971,0.0304,0.031,0.0888,0.0399, --.HNE,0.0982,0.0325,0.0352,0.0679,0.0406
PG.MLD,35.3225,-120.6025,355.97,1.0, PG, --.HNZ,0.0312,0.0153,0.0345,0.0286,0.0144, --.HNN,0.0914,0.0376,0.0652,0.1087,0.0357, --.HNE,0.1136,0.0295,0.0628,0.0933,0.0283
PG.NPD,35.08633,-120.4725,384.72,1.0, PG, --.HNZ,0.0229,0.0073,0.0195,0.0177,0.0152, --.HNN,0.0625,0.0179,0.0376,0.0373,0.0312, --.HNE,0.0618,0.0178,0.0478,0.0298,0.0167
PG.PBD,35.709,-121.2715,293.71,1.0, PG, --.HNZ,0.0406,0.0081,0.0097,0.0294,0.023, --.HNN,0.0601,0.0123,0.0155,0.0346,0.0156, --.HNE,0.0731,0.014,0.0175,0.0248,0.0257
PG.PSD,34.90217,-120.62167,398.1,1.0, PG, --.HNZ,0.0281,0.0031,0.0039,0.0106,0.0083, --.HNN,0.0388,0.0042,0.0073,0.0113,0.0149, --.HNE,0.0624,0.0055,0.0061,0.0108,0.0097
PG.SHD,35.16817,-120.76133,365.97,1.0, PG, --.HNZ,0.0178,0.0042,0.0059,0.0135,0.0109, --.HNN,0.0488,0.0071,0.0074,0.0145,0.0204, --.HNE,0.0711,0.0091,0.0097,0.0212,0.0266
PG.VPD,35.2399,-120.869,354.98,1.0, PG, --.HNZ,0.0248,0.0129,0.0287,0.0469,0.0109, --.HNN,0.0872,0.0291,0.0476,0.1302,0.0338, --.HNE,0.1409,0.042,0.0448,0.1798,0.055
PG.WRD,35.45883,-120.88167,331.97,1.0, PG, --.HNZ,0.0485,0.0093,0.0151,0.0231,0.0158, --.HNN,0.0587,0.0157,0.062,0.023,0.0142, --.HNE,0.0744,0.0131,0.0435,0.0259,0.0353
WR.BKW,39.76917,-120.4355,230.75,1.0, WR, --.HNZ,0.1072,0.0535,0.1428,0.1354,0.0221, --.HNN,0.1731,0.0894,0.1664,0.2247,0.0665, --.HNE,0.1516,0.0931,0.2195,0.2797,0.053
NC.BBGB,36.57848,-121.03957,214.27,1.1, NC, --.HNZ,0.0922,0.0535,0.0826,0.1668,0.0413, --.HNN,0.2568,0.1079,0.1714,0.3259,0.055, --.HNE,0.228,0.0928,0.144,0.3401,0.0463
NC.MDH,37.67975,-118.90882,305.18,1.1, NC, --.HNZ,0.1078,0.0495,0.0879,0.1067,0.0167, --.HNN,0.185,0.1179,0.224,0.3715,0.051, --.HNE,0.212,0.1158,0.162,0.2517,0.0795
WR.SPR,37.08116,-121.06084,167.91,1.1, WR, --.HNZ,0.0868,0.0518,0.1169,0.1273,0.0296, --.HNN,0.1886,0.1172,0.312,0.1996,0.0671, --.HNE,0.1492,0.0795,0.2978,0.2011,0.0497
NC.MCB,37.64439,-118.89683,307.07,1.2, NC, --.HNZ,0.0705,0.0476,0.091,0.0913,0.0169, --.HNN,0.149,0.1032,0.1901,0.5139,0.0288, --.HNE,0.2564,0.1298,0.186,0.5523,0.0466
CE.57383,37.0254,-121.4848,151.43,1.4, CE, --.HNZ,0.117,0.0574,0.1817,0.1768,0.0718, --.HNN,0.2026,0.1263,0.287,0.4982,0.0688, --.HNE,0.261,0.1645,0.3037,0.7579,0.0777
NC.G004,38.71025,-123.45123,107.19,1.4, NC, 01.HNN,0.7814,0.1592,0.2468,0.2743,0.2063, 01.HNE,0.8241,0.1518,0.1767,0.3319,0.4197, 01.HNZ,0.5913,0.121,0.152,0.2447,0.3466
NC.N018,38.09692,-122.85438,49.38,1.4, NC, 01.HNN,0.3496,0.1313,0.1766,0.2759,0.2083, 01.HNE,0.4122,0.1639,0.2209,0.5572,0.2365, 01.HNZ,0.1713,0.0691,0.0833,0.0985,0.0972
NC.G006,39.13217,-123.46815,134.47,1.5, NC, 01.HNN,0.8474,0.1808,0.2146,0.4027,0.2172, 01.HNE,0.3835,0.1144,0.1514,0.33,0.2015, 01.HNZ,0.3455,0.1065,0.1386,0.2418,0.294
NC.HMOB,36.59935,-121.91814,183.25,1.5, NC, --.HNZ,0.0216,0.0063,0.008,0.0071,0.0028, --.HNN,0.0911,0.1354,0.3985,0.0868,0.0159, --.HNE,0.135,0.1802,0.8149,0.103,0.0249
NC.MQ1P,37.61278,-119.02131,297.21,1.5, NC, --.HNZ,0.0685,0.0346,0.0916,0.0688,0.0108, --.HNN,0.1769,0.1654,0.3351,0.4352,0.0372, --.HNE,0.0766,0.0657,0.1103,0.207,0.0201
NC.CADB,37.16346,-121.62645,131.99,1.6, NC, --.HNZ,0.205,0.0957,0.1386,0.3127,0.0623, --.HNN,0.3489,0.182,0.2206,0.3874,0.1238, --.HNE,0.3026,0.1454,0.2815,0.3042,0.1159
NC.MMLB,37.65909,-118.97907,299.63,1.6, NC, --.HNZ,0.1129,0.0407,0.1144,0.103,0.0184, --.HNN,0.2332,0.1253,0.3099,0.389,0.0791, --.HNE,0.2898,0.1957,0.4533,0.4287,0.0884
NP.1768,38.23363,-122.63671,27.65,1.6, NP, --.HNZ,0.383,0.1333,0.2383,0.2248,0.1339, --.HNN,0.495,0.1551,0.3597,0.3315,0.217, --.HNE,0.4072,0.1912,0.461,0.4704,0.1838
BK.MHC,37.34164,-121.64257,114,1.7, BK, 00.HNE,0.2067,0.182,0.4764,0.3095,0.0667, 00.HNN,0.2674,0.2041,0.454,0.3453,0.0579, 00.HNZ,0.1545,0.1328,0.2855,0.2846,0.0768
BK.PACP,37.008,-121.287,162.19,1.7, BK, 00.HNE,0.2167,0.2053,0.4122,0.228,0.0571, 00.HNN,0.2576,0.1616,0.2943,0.2247,0.0597, 00.HNZ,0.1012,0.0458,0.1073,0.1059,0.0289
BK.SUTB,39.2291,-121.7861,112.58,1.7, BK, 00.HNE,0.345,0.2145,0.6504,0.382,0.1275, 00.HNN,0.3687,0.1789,0.4401,0.3556,0.1447, 00.HNZ,0.3119,0.1733,0.4648,0.2257,0.0899
NC.N013,38.2993,-122.55018,19.04,1.7, NC, 01.HNN,0.4312,0.1436,0.1739,0.2997,0.3844, 01.HNE,0.6394,0.2071,0.2516,0.3135,0.4506, 01.HNZ,0.3131,0.108,0.1396,0.282,0.2219
NP.1797,36.8905,-121.4037,168.03,1.7, NP, --.HNZ,0.1255,0.0604,0.1672,0.1356,0.0502, --.HNN,0.366,0.2044,0.5349,0.2424,0.1445, --.HNE,0.369,0.1663,0.3907,0.5719,0.1826
NP.1865,36.88311,-121.3908,169.3,1.7, NP, --.HNZ,0.1823,0.0863,0.1624,0.1705,0.0887, --.HNN,0.4952,0.2209,0.4125,0.654,0.1974, --.HNE,0.3651,0.1304,0.3644,0.4154,0.2239
NC.MDY,37.65804,-119.01215,296.81,1.8, NC, --.HNZ,0.0939,0.0534,0.1482,0.1137,0.016, --.HNN,0.3249,0.2272,0.3865,0.7136,0.0817, --.HNE,0.2997,0.1931,0.2423,0.6213,0.065
NC.N004,38.44905,-122.66136,32.59,1.8, NC, 01.HNN,0.7776,0.2455,0.3257,0.5272,0.4548, 01.HNE,0.7019,0.2173,0.3369,0.4932,0.4628, 01.HNZ,0.7463,0.2999,0.3236,0.5345,0.3558
NN.TVH1,38.4574,-118.7658,311.27,1.8, NN, --.HNZ,0.0523,0.0306,0.0765,0.0662,0.0191, --.HNN,0.1298,0.0614,0.1171,0.1514,0.05, --.HNE,0.4149,0.2268,0.3605,0.5141,0.093
NC.H002,36.87709,-121.64738,160.25,1.9, NC, 01.HNN,0.2842,0.2486,0.6927,0.2538,0.1196, 01.HNE,0.2917,0.2244,0.7735,0.4174,0.1308, 01.HNZ,0.1237,0.1513,0.5739,0.2956,0.041
NC.J063,37.01745,-122.12707,134.49,1.9, NC, 01.HNN,0.19,0.2554,0.6117,0.4577,0.0623, 01.HNE,0.2546,0.263,1.2305,0.4039,0.1328, 01.HNZ,0.1723,0.2153,0.5638,0.1862,0.0459
NC.MLI,37.63676,-119.01791,296.87,1.9, NC, --.HNZ,0.094,0.0822,0.2022,0.1305,0.0181, --.HNN,0.3289,0.2572,0.4518,0.8474,0.0794, --.HNE,0.2745,0.2422,0.4215,0.5416,0.0626
CE.67266,38.0179,-121.7516,54.11,2.0, CE, --.HNZ,0.364,0.3621,0.5975,0.6305,0.1307, --.HNN,0.57,0.302,0.5576,0.654,0.2372, --.HNE,0.464,0.2643,0.4406,0.9649,0.144
NC.JBNB,37.12045,-122.1552,122.85,2.0, NC, --.HNZ,0.1367,0.1094,0.224,0.1076,0.0419, --.HNN,0.1612,0.2739,0.2876,0.2216,0.0453, --.HNE,0.2269,0.3091,0.5486,0.1989,0.0782
NC.JELB,36.92745,-121.82764,149.75,2.0, NC, --.HNZ,0.2674,0.2016,0.6435,0.3078,0.0952, --.HNN,0.4675,0.2498,0.5845,0.8356,0.1976, --.HNE,0.5051,0.2942,0.6002,0.4244,0.3812
NC.H001,36.9225,-121.7402,152.66,2.1, NC, 01.HNN,0.4427,0.3232,0.7304,0.7001,0.165, 01.HNE,0.5165,0.2854,0.6065,0.4144,0.2178, 01.HNZ,0.1541,0.1004,0.368,0.175,0.0253
NC.N011,38.30366,-122.68076,30.43,2.1, NC, 01.HNN,0.7122,0.3119,0.3093,0.5269,0.4749, 01.HNE,0.5944,0.3042,0.3768,0.8672,0.3071, 01.HNZ,0.5691,0.1706,0.191,0.3481,0.3176
NP.1839,37.28537,-121.93602,108.94,2.1, NP, --.HNZ,0.2749,0.2936,0.5327,0.4592,0.1543, --.HNN,0.6312,0.321,1.05,0.5249,0.2708, --.HNE,0.599,0.3261,0.6486,0.9341,0.2466
BK.HOPS,38.99349,-123.07234,99.51,2.2, BK, 00.HNE,1.2651,0.3487,0.3656,0.5252,0.6748, 00.HNN,0.8396,0.2321,0.2403,0.5388,0.4632, 00.HNZ,0.7046,0.1863,0.1986,0.4887,0.4255
BK.JRSC,37.40373,-122.23868,90.85,2.2, BK, 00.HNE,0.3955,0.3684,1.4486,0.4415,0.1436, 00.HNN,0.3231,0.3283,0.7434,0.3372,0.1502, 00.HNZ,0.2356,0.2106,0.6038,0.2606,0.098
NC.CCOB,37.25898,-121.67312,120.67,2.2, NC, --.HNZ,0.2956,0.1501,0.3326,0.5017,0.0942, --.HNN,0.6571,0.3825,0.6628,0.984,0.1479, --.HNE,0.537,0.3489,0.6466,0.8686,0.2441
NC.CYD,37.56277,-122.09655,75.4,2.2, NC, --.HNZ,0.1852,0.1666,0.3526,0.1527,0.0545, --.HNN,0.224,0.3795,0.9713,0.183,0.0663, --.HNE,0.3488,0.253,0.6038,0.1679,0.0844
NC.G005,38.59206,-123.31979,91.67,2.2, NC, 01.HNN,1.0285,0.3016,0.533,0.5421,0.3554, 01.HNE,1.2222,0.3496,0.4986,0.8432,0.6241, 01.HNZ,0.7295,0.1694,0.2579,0.3013,0.3099
NC.N002,38.18261,-122.14074,15.65,2.2, NC, 01.HNN,1.057,0.3546,0.5154,0.9397,0.5488, 01.HNE,1.1076,0.369,0.5895,0.8817,0.5153, 01.HNZ,0.5887,0.1499,0.2002,0.3846,0.2518
NP.1848,38.36743,-122.52403,17.88,2.2, NP, --.HNZ,0.3254,0.1752,0.1996,0.3245,0.1609, --.HNN,1.0862,0.3239,0.3577,0.7969,0.6342, --.HNE,0.9872,0.3816,0.4272,0.6206,0.4763
BK.WENL,37.62211,-121.75697,82.44,2.3, BK, 00.HNE,0.8203,0.4097,1.5012,0.8441,0.3116, 00.HNN,0.6962,0.416,0.9172,1.1678,0.2218, 00.HNZ,0.4447,0.3671,0.8587,0.577,0.128
NC.CHR,37.37288,-121.76887,105.55,2.3, NC, --.HNZ,0.194,0.1411,0.3138,0.3063,0.0601, --.HNN,0.5229,0.3482,0.6782,0.9333,0.1269, --.HNE,0.4462,0.3895,0.8437,0.9867,0.1028
NC.J005,37.29606,-121.96046,107.17,2.3, NC, 01.HNN,0.4819,0.4191,1.1717,0.713,0.1769, 01.HNE,0.5969,0.3328,0.7792,0.6281,0.5003, 01.HNZ,0.3929,0.2269,0.6419,0.2891,0.1565
NC.N019B,38.30095,-122.40154,6.08,2.3, NC, 01.HNN,0.6596,0.3086,0.4972,0.294,0.3268, 01.HNE,0.7244,0.4096,0.564,0.2852,0.3598, 01.HNZ,0.5799,0.4914,0.2328,0.2941,0.2497
NP.COB,38.8387,-122.7528,69.17,2.3, NP, --.HNZ,0.0347,0.4156,0.0108,0.016,0.3476, --.HNN,0.0591,0.2782,0.0161,0.0258,0.5265, --.HNE,0.078,0.3936,0.019,0.024,0.0292
CE.68035,38.9122,-122.7657,76.75,2.4, CE, --.HNZ,1.006,0.3801,0.5586,0.8777,0.4418, --.HNN,1.176,0.4358,0.814,0.9484,0.4136, --.HNE,1.77,0.4136,0.7168,1.0419,1.5995
NC.C073,37.65579,-122.05423,66.64,2.4, NC, 01.HNN,0.3537,0.4414,0.8568,0.7541,0.1084, 01.HNE,0.3868,0.3744,0.9634,0.6013,0.1031, 01.HNZ,0.2637,0.2757,0.8561,0.3198,0.1216
NC.J046,37.25661,-121.96899,111.16,2.4, NC, 01.HNN,0.5538,0.3647,0.9744,0.5549,0.306, 01.HNE,0.7119,0.4241,1.033,0.5333,0.3358, 01.HNZ,0.3466,0.267,0.7158,0.6237,0.1406
NC.J058,36.99804,-121.82727,142.26,2.4, NC, 01.HNN,0.3235,0.325,0.9823,0.5302,0.0667, 01.HNE,0.4873,0.4382,1.1087,0.8052,0.1132, 01.HNZ,0.2334,0.22,0.7582,0.3989,0.0553
NP.1780,37.26352,-121.91617,111.79,2.4, NP, --.HNZ,0.2411,0.1874,0.5847,0.3369,0.1101, --.HNN,0.5742,0.4111,0.837,1.1152,0.1724, --.HNE,0.5639,0.4277,1.3095,0.4994,0.2575
NP.1799,37.27113,-121.98624,109.2,2.4, NP, --.HNZ,0.4085,0.2539,0.5905,0.5458,0.2603, --.HNN,0.6358,0.439,1.3427,0.7847,0.2666, --.HNE,0.6137,0.4316,1.2487,0.7943,0.2722
NC.CYB,37.80787,-122.3618,45.95,2.5, NC, --.HNZ,0.436,0.3774,0.4956,0.5708,0.3199, --.HNN,0.425,0.5149,0.857,0.5208,0.2911, --.HNE,0.5382,0.4952,1.029,0.4297,0.2221
NC.J048,37.19369,-122.01869,116.84,2.5, NC, 02.HNN,0.4055,0.3931,0.9622,0.8876,0.0921, 02.HNE,0.6004,0.5005,1.2734,1.1268,0.2402, 02.HNZ,0.2321,0.3082,0.7427,0.3542,0.0697
NC.J051,37.3129,-122.00784,104.22,2.5, NC, 01.HNN,0.5312,0.4429,1.1233,0.7154,0.2124, 01.HNE,0.7679,0.4807,1.1309,1.1346,0.2444, 01.HNZ,0.329,0.2743,0.8392,0.5174,0.2168
NC.J065,37.34322,-122.05125,100.02,2.5, NC, 01.HNN,0.4267,0.4402,1.0423,0.8756,0.141, 01.HNE,0.6725,0.5217,1.1073,0.5948,0.2414, 01.HNZ,0.2129,0.2632,0.9102,0.2856,0.0946
NC.J066,37.10108,-121.87676,130.03,2.5, NC, 01.HNN,0.2374,0.3461,0.6644,0.4615,0.0465, 01.HNE,0.379,0.4959,0.8726,0.8378,0.1001, 01.HNZ,0.1849,0.2085,0.4617,0.2633,0.062
NP.1835,38.4421,-122.6068,28.07,2.5, NP, --.HNZ,0.7252,0.2666,0.3084,1.0524,0.263, --.HNN,0.9572,0.3244,0.4016,0.9663,0.4067, --.HNE,1.626,0.4852,0.5875,1.2978,0.8813
BK.FARB,37.69782,-123.0011,83.77,2.6, BK, 00.HNE,0.5522,0.5479,1.3866,0.5183,0.1169, 00.HNN,0.4616,0.472,1.3686,0.6506,0.0697, 00.HNZ,0.2842,0.4364,1.1532,0.2911,0.0678
NC.CNI,37.60795,-121.96456,74.53,2.6, NC, --.HNZ,0.2964,0.2487,0.9359,0.4184,0.128, --.HNN,0.6432,0.4881,1.7214,0.7224,0.0758, --.HNE,0.7485,0.5556,1.2853,0.7931,0.2656
NC.J027,37.3476,-122.08417,98.92,2.6, NC, 01.HNN,0.606,0.5752,1.8015,1.0749,0.299, 01.HNE,0.7067,0.5278,1.8748,0.898,0.2496, 01.HNZ,0.388,0.2567,0.7979,0.6053,0.2702
NP.1779,37.26747,-121.86656,112.82,2.6, NP, --.HNZ,0.1849,0.2173,0.6159,0.2978,0.049, --.HNN,0.6123,0.5706,1.6364,1.2213,0.1284, --.HNE,0.4973,0.4434,0.9808,1.1314,0.1322
