# Columns: Station Code, latitude, longitude, regression dist (km), intensity, network code, Channel 1 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g), Channel 2 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g), Channel 3 Code, PGV (cm/sec), PGA (%g), PSA 0.3 sec (%g), PSA 1.0 sec (%g), PSA 3.0 sec (%g)
CI.CFS,34.10539,-117.28287,642.7, NaN, CI, 00.HNE,0.0107,-1,0.0052,0.0108,0.0073, 00.HNN,0.0085,-1,0.0056,0.0098,0.0065, 00.HNZ,0.0072,-1,0.006,0.0083,0.0023
CI.CFT,34.03547,-117.11241,659.16, NaN, CI, --.HNZ,0.0029,-1,0.0081,0.0049,0.0013, --.HNN,0.0034,-1,0.0043,0.0052,0.0012, --.HNE,0.0036,-1,0.0059,0.003,0.0009
CI.CHN,33.99879,-117.68044,627.03, NaN, CI, --.HHE,0.004,-1,0.0051,0.0066,0.0014, --.HHN,0.0051,-1,0.0047,0.005,0.0024, --.HHZ,0.005,-1,0.0054,0.0056,0.0024
CI.CLT,34.09284,-117.31687,641.57, NaN, CI, --.HHE,0.0044,-1,0.0072,0.0082,0.0016, --.HHN,0.0038,-1,0.0046,0.0031,0.0027, --.HHZ,0.0054,-1,0.016,0.0113,0.0021
CI.CRN,33.87574,-117.56106,644.58, NaN, CI, --.HNZ,0.002,-1,0.0028,0.0015,0.0007, --.HNN,0.0021,-1,0.0034,0.0025,0.0009, --.HNE,0.0021,-1,0.0032,0.002,0.0009
CI.CZN,33.91375,-116.78409,689.98, NaN, CI, --.HNZ,0.0049,-1,0.0067,0.0071,0.0014, --.HNN,0.0047,-1,0.0044,0.0062,0.0016, --.HNE,0.0074,-1,0.0042,0.0074,0.0022
CI.DEV,33.93597,-116.57794,701.76, NaN, CI, --.HHE,0.0027,-1,0.0075,0.0033,0.0017, --.HHN,0.0028,-1,0.0033,0.0046,0.0011, --.HHZ,0.0034,-1,0.0044,0.0034,0.0014
CI.DLA,33.84822,-118.09624,616.09, NaN, CI, --.HHE,0.0061,-1,0.0036,0.005,0.0033, --.HHN,0.0069,-1,0.0035,0.0061,0.0031, --.HHZ,0.0062,-1,0.0028,0.0036,0.0042
CI.DNR,33.56667,-116.63056,727.58, NaN, CI, --.HHE,0.0035,-1,0.0028,0.0037,0.0023, --.HHN,0.003,-1,0.003,0.0055,0.0016, --.HHZ,0.0032,-1,0.0024,0.0063,0.0015
CI.ESI,33.67388,-117.32643,675.7, NaN, CI, --.HNZ,0.0022,-1,0.0014,0.0015,0.0005, --.HNN,0.0019,-1,0.0013,0.001,0.001, --.HNE,0.0032,-1,0.0017,0.001,0.0006
CI.FON,34.09957,-117.43876,633.39, NaN, CI, --.HNZ,0.0042,-1,0.0072,0.0058,0.0009, --.HNN,0.0048,-1,0.0036,0.0066,0.001, --.HNE,0.0049,-1,0.0033,0.0052,0.0011
CI.FUL,33.8717,-117.92251,623.8, NaN, CI, --.HNZ,0.0042,-1,0.0033,0.0046,0.0028, --.HNN,0.0042,-1,0.0034,0.0047,0.0021, --.HNE,0.0037,-1,0.0028,0.0036,0.0015
CI.GSA,34.13677,-118.1283,588.95, NaN, CI, --.HNZ,0.0035,-1,0.0118,0.0056,0.0012, --.HNN,0.005,-1,0.0076,0.0076,0.0022, --.HNE,0.0071,-1,0.0075,0.0087,0.0014
CI.HLN,34.12128,-117.21897,645.48, NaN, CI, --.HNZ,0.0028,-1,0.0054,0.0048,0.0008, --.HNN,0.0028,-1,0.0037,0.0041,0.0011, --.HNE,0.0048,-1,0.0027,0.0043,0.0017
CI.IDO,33.79678,-116.22152,736.22, NaN, CI, --.HHE,0.0028,-1,0.0023,0.0034,0.0012, --.HHN,0.0024,-1,0.0028,0.0023,0.0011, --.HHZ,0.0024,-1,0.0022,0.0037,0.0013
CI.IDQ,33.76795,-116.23897,737.26, NaN, CI, --.HNZ,0.0034,-1,0.0044,0.0053,0.0016, --.HNN,0.0032,-1,0.0035,0.0038,0.0018, --.HNE,0.0035,-1,0.0033,0.0041,0.0013
CI.IDY,33.74642,-116.71536,707.71, NaN, CI, --.HNZ,0.0039,-1,0.0015,0.0019,0.0011, --.HNN,0.0023,-1,0.0018,0.0016,0.0009, --.HNE,0.0026,-1,0.0014,0.0013,0.0015
CI.IVY,33.76025,-117.47678,659.4, NaN, CI, --.HNZ,0.0058,-1,0.0028,0.0047,0.0012, --.HNN,0.0049,-1,0.0028,0.0047,0.002, --.HNE,0.0042,-1,0.0027,0.0049,0.0018
CI.LAF,33.86889,-118.33143,601.39, NaN, CI, --.HHE,0.0056,-1,0.006,0.0046,0.0027, --.HHN,0.0058,-1,0.0049,0.0064,0.0035, --.HHZ,0.0045,-1,0.0043,0.0062,0.0035
CI.LBW1,33.798,-118.08837,620.99, NaN, CI, 00.HNE,0.0048,-1,0.0038,0.0039,0.0018, 00.HNN,0.0046,-1,0.0038,0.0047,0.0013, 00.HNZ,0.0057,-1,0.0037,0.0046,0.0024
CI.LUC2,34.45638,-116.96423,636.22, NaN, CI, --.HHE,0.0075,-1,0.0089,0.0158,0.0029, --.HHN,0.0067,-1,0.0071,0.0141,0.0022, --.HHZ,0.0044,-1,0.0093,0.0042,0.0015
CI.LVY,34.17408,-119.15636,531.12, NaN, CI, --.HNZ,0.0122,-1,0.0049,0.0097,0.006, --.HNN,0.0103,-1,0.0062,0.0117,0.0063, --.HNE,0.0069,-1,0.0051,0.008,0.0044
CI.MGE,33.81841,-116.36874,724.72, NaN, CI, --.HHE,0.0065,-1,0.0043,0.0092,0.0036, --.HHN,0.0052,-1,0.004,0.0063,0.0047, --.HHZ,0.0041,-1,0.0083,0.005,0.0017
CI.MLS,34.0046,-117.56162,633.7, NaN, CI, --.HHE,0.0027,-1,0.0043,0.0084,0.0006, --.HHN,0.0034,-1,0.0049,0.0061,0.0007, --.HHZ,0.0021,-1,0.0037,0.0018,0.0007
CI.MOR,33.50388,-117.13993,701.28, NaN, CI, --.HNZ,0.0027,-1,0.0041,0.0036,0.0015, --.HNN,0.0043,-1,0.0032,0.0083,0.0029, --.HNE,0.0044,-1,0.0028,0.005,0.0036
CI.MSC,34.03852,-116.64795,689.2, NaN, CI, --.HHE,0.0024,-1,0.0102,0.0025,0.0012, --.HHN,0.0021,-1,0.0056,0.0019,0.0014, --.HHZ,0.002,-1,0.0055,0.0025,0.001
CI.MSJ,33.80801,-116.96789,686.67, NaN, CI, --.HHE,0.0106,-1,0.006,0.011,0.0073, --.HHN,0.0092,-1,0.005,0.0112,0.0063, --.HHZ,0.006,-1,0.0067,0.006,0.0026
CI.PGA,33.4914,-117.0635,706.94, NaN, CI, --.HNZ,0.0024,-1,0.0018,0.0034,0.0007, --.HNN,0.0037,-1,0.0025,0.0053,0.003, --.HNE,0.0045,-1,0.003,0.0053,0.0018
CI.PLM,33.35361,-116.86265,730.71, NaN, CI, --.HHE,0.0088,-1,0.0012,0.0021,0.0016, --.HHN,0.0095,-1,0.0015,0.0029,0.0013, --.HHZ,0.0061,-1,0.001,0.0015,0.0013
CI.Q0001,34.14941,-118.03038,593.52, NaN, CI, 01.HNN,0.0044,-1,0.0065,0.0039,0.0011, 01.HNE,0.0058,-1,0.0057,0.0035,0.0019, 01.HNZ,0.0061,-1,0.008,0.0046,0.0019
CI.Q0002,34.07249,-118.39911,579.43, NaN, CI, 01.HNN,0.006,-1,0.0056,0.0043,0.0022, 01.HNE,0.0071,-1,0.0042,0.0057,0.0027, 01.HNZ,0.0109,-1,0.0046,0.0044,0.0105
CI.Q0005,33.52795,-117.76808,662.76, NaN, CI, 01.HNN,0.003,-1,0.0029,0.0019,0.0015, 01.HNE,0.0031,-1,0.0022,0.0021,0.0011, 01.HNZ,0.0024,-1,0.0032,0.0021,0.0012
CI.Q0008,33.38493,-117.24667,705.1, NaN, CI, 01.HNN,0.003,-1,0.0026,0.0018,0.0015, 01.HNE,0.0046,-1,0.005,0.0026,0.0022, 01.HNZ,0.0025,-1,0.0024,0.002,0.0013
CI.Q0010,33.44557,-117.63833,677.32, NaN, CI, 01.HNN,0.0024,-1,0.0033,0.0027,0.001, 01.HNE,0.005,-1,0.0052,0.0035,0.0024, 01.HNZ,0.0038,-1,0.0034,0.0029,0.0018
CI.Q0012,33.45971,-117.09813,707.53, NaN, CI, 01.HNN,0.0067,-1,0.0045,0.0052,0.0019, 01.HNE,0.005,-1,0.0042,0.008,0.0016, 01.HNZ,0.0037,-1,0.0042,0.0041,0.0019
CI.Q0013,34.53951,-118.06035,558.83, NaN, CI, 01.HNN,0.0035,-1,0.0042,0.0035,0.0012, 01.HNE,0.0046,-1,0.0045,0.0043,0.0021, 01.HNZ,0.0035,-1,0.0035,0.0051,0.0014
CI.Q0017,32.57304,-117.1168,784.13, NaN, CI, 01.HNN,0.0026,-1,0.0023,0.0023,0.0011, 01.HNE,0.0035,-1,0.0036,0.0024,0.0016, 01.HNZ,0.0045,-1,0.0047,0.004,0.0022
CI.Q0018,33.69615,-117.95279,637.55, NaN, CI, 01.HNN,0.0185,-1,0.0132,0.0134,0.0107, 01.HNE,0.0052,-1,0.005,0.0052,0.0031, 01.HNZ,0.0041,-1,0.0034,0.0032,0.0014
CI.Q0020,33.96024,-116.95333,675.36, NaN, CI, 01.HNN,0.0039,-1,0.0055,0.0068,0.0019, 01.HNE,0.0041,-1,0.0039,0.0066,0.0014, 01.HNZ,0.0051,-1,0.0095,0.0059,0.002
CI.Q0022,33.77017,-117.50119,657.1, NaN, CI, 01.HNN,0.0096,-1,0.0072,0.0063,0.0042, 01.HNE,0.0032,-1,0.0031,0.0025,0.0014, 01.HNZ,0.003,-1,0.004,0.0025,0.0014
CI.Q0025,33.09208,-116.64699,765.81, NaN, CI, 01.HNN,0.0034,-1,0.0027,0.0021,0.0013, 01.HNE,0.0026,-1,0.0024,0.0021,0.001, 01.HNZ,0.0028,-1,0.0028,0.0018,0.0011
CI.Q0026,33.64305,-117.56943,664, NaN, CI, 01.HNE,0.0025,-1,0.0032,0.0036,0.0015, 01.HNZ,0.0024,-1,0.0025,0.0025,0.0014,,,,,,
CI.Q0027,32.76623,-115.62108,856.74, NaN, CI, 01.HNN,0.0029,-1,0.0029,0.0024,0.0012, 01.HNE,0.0043,-1,0.0026,0.0022,0.0016,,,,,,
CI.Q0029,33.72651,-117.74789,646.45, NaN, CI, 01.HNN,0.0033,-1,0.0026,0.0026,0.0013, 01.HNE,0.0029,-1,0.004,0.0041,0.002, 01.HNZ,0.0025,-1,0.0026,0.0024,0.0015
CI.Q0031,34.39534,-118.91163,522.84, NaN, CI, 01.HNN,0.0111,-1,0.0096,0.0132,0.0044, 01.HNE,0.0066,-1,0.0081,0.0093,0.0021, 01.HNZ,0.0092,-1,0.008,0.0098,0.0052
CI.Q0032,33.28068,-117.29114,711.55, NaN, CI, 01.HNN,0.0029,-1,0.0028,0.0018,0.0011, 01.HNE,0.0031,-1,0.0031,0.0021,0.0011, 01.HNZ,0.0032,-1,0.0029,0.0023,0.0018
CI.Q0034,33.69021,-117.65525,654.94, NaN, CI, 01.HNN,0.0031,-1,0.0028,0.0023,0.0014, 01.HNE,0.0036,-1,0.0033,0.0029,0.0017, 01.HNZ,0.0039,-1,0.003,0.0036,0.0015
CI.Q0037,33.03023,-117.09131,744.91, NaN, CI, 01.HNN,0.0028,-1,0.0028,0.0023,0.0016, 01.HNE,0.003,-1,0.0036,0.0029,0.0013, 01.HNZ,0.003,-1,0.0026,0.0022,0.0015
CI.Q0038,33.73058,-117.4276,664.85, NaN, CI, 01.HNN,0.0051,-1,0.0036,0.009,0.002, 01.HNE,0.004,-1,0.0042,0.0083,0.0014, 01.HNZ,0.0025,-1,0.0037,0.0023,0.0012
CI.Q0039,32.68693,-117.17612,770.62, NaN, CI, 01.HNN,0.0029,-1,0.0041,0.0016,0.001, 01.HNE,0.0024,-1,0.0041,0.0023,0.0011, 01.HNZ,0.0029,-1,0.0072,0.002,0.0016
CI.Q0040,33.53232,-117.00832,706.86, NaN, CI, 01.HNN,0.0041,-1,0.003,0.0021,0.0015, 01.HNE,0.0025,-1,0.0027,0.0021,0.0013, 01.HNZ,0.0036,-1,0.003,0.0026,0.0015
CI.Q0046,34.1451,-117.65051,616.58, NaN, CI, 01.HNN,0.0037,-1,0.006,0.003,0.0021, 01.HNE,0.0044,-1,0.0057,0.0034,0.0025, 01.HNZ,0.0041,-1,0.0064,0.0053,0.0018
CI.Q0048,33.77234,-117.80335,639.28, NaN, CI, 01.HNN,0.0033,-1,0.0035,0.0042,0.0012, 01.HNE,0.0038,-1,0.0042,0.0046,0.002, 01.HNZ,0.0031,-1,0.0045,0.0043,0.0016
CI.Q0049,34.19706,-117.12565,645.46, NaN, CI, 01.HNN,0.0061,-1,0.0101,0.0039,0.0026, 01.HNE,0.0039,-1,0.0085,0.0034,0.0018, 01.HNZ,0.0038,-1,0.0048,0.0034,0.0019
CI.Q0052,32.92042,-117.21244,747.73, NaN, CI, 01.HNN,0.0053,-1,0.004,0.0031,0.0018, 01.HNE,0.0055,-1,0.0044,0.0036,0.0025, 01.HNZ,0.0044,-1,0.0058,0.0027,0.002
CI.Q0055,33.28223,-117.18095,717.81, NaN, CI, 01.HNN,0.003,-1,0.0033,0.0028,0.0016, 01.HNE,0.0026,-1,0.0022,0.0015,0.0013, 01.HNZ,0.0031,-1,0.0027,0.0017,0.0016
CI.Q0056,34.83929,-117.14986,595.3, NaN, CI, 01.HNN,0.0209,-1,0.0462,0.025,0.0092, 01.HNE,0.0301,-1,0.0205,0.022,0.0226, 01.HNZ,0.0048,-1,0.0083,0.0052,0.0034
CI.Q0057,34.18756,-118.47713,564.89, NaN, CI, 01.HNN,0.0121,-1,0.0292,0.0061,0.0055, 01.HNE,0.009,-1,0.0266,0.0093,0.0054, 01.HNZ,0.0106,-1,0.0214,0.0064,0.0094
CI.Q0058,33.06281,-116.85411,755.91, NaN, CI, 01.HNN,0.0041,-1,0.004,0.0025,0.0018, 01.HNE,0.0045,-1,0.0043,0.0027,0.002, 01.HNZ,0.0038,-1,0.0053,0.003,0.0021
CI.Q0059,32.73414,-116.49168,805.58, NaN, CI, 01.HNN,0.003,-1,0.0026,0.0016,0.0017, 01.HNE,0.0033,-1,0.0027,0.002,0.002, 01.HNZ,0.0033,-1,0.0027,0.0017,0.0014
CI.Q0062,32.68626,-116.7535,794.43, NaN, CI, 01.HNN,0.0045,-1,0.0045,0.0023,0.0031, 01.HNE,0.0045,-1,0.0038,0.0025,0.0019, 01.HNZ,0.006,-1,0.0056,0.0037,0.0025
CI.Q0063,34.08023,-118.26821,585.97, NaN, CI, 01.HNN,0.0063,-1,0.0047,0.0046,0.0034, 01.HNE,0.0076,-1,0.0067,0.0035,0.0033, 01.HNZ,0.0046,-1,0.0048,0.0041,0.0027
CI.Q0069,34.05223,-118.77894,561.21, NaN, CI, 01.HNN,0.0038,-1,0.0043,0.0036,0.0021, 01.HNE,0.0072,-1,0.0122,0.0053,0.0036, 01.HNZ,0.0054,-1,0.0044,0.0044,0.0034
CI.Q0070,33.50486,-116.80882,721.43, NaN, CI, 01.HNN,0.0038,-1,0.0028,0.0019,0.0015, 01.HNE,0.0026,-1,0.0026,0.0021,0.0014, 01.HNZ,0.003,-1,0.003,0.0022,0.0014
CI.Q0071,33.53464,-117.33387,687.12, NaN, CI, 01.HNN,0.002,-1,0.0026,0.0019,0.0011, 01.HNE,0.0024,-1,0.0024,0.0024,0.0015,,,,,,
CI.QSD01,32.91716,-117.03032,758.31, NaN, CI, 01.HNN,0.0028,-1,0.0031,0.0023,0.0013, 01.HNZ,0.0028,-1,0.0029,0.0016,0.0013,,,,,,
CI.QSD02,32.69485,-117.14392,771.68, NaN, CI, 01.HNN,0.0035,-1,0.0054,0.0025,0.0015, 01.HNE,0.0034,-1,0.0076,0.0025,0.0014, 01.HNZ,0.0036,-1,0.0084,0.0022,0.0012
CI.QSD03,33.52641,-117.59882,672.45, NaN, CI, 01.HNN,0.0038,-1,0.0032,0.0024,0.0024, 01.HNE,0.0031,-1,0.0034,0.0032,0.0013, 01.HNZ,0.0028,-1,0.0032,0.0029,0.0015
CI.QSD04,33.2573,-116.3481,770.6, NaN, CI, 01.HNN,0.0027,-1,0.0033,0.0045,0.0011, 01.HNE,0.0037,-1,0.0034,0.0045,0.0011, 01.HNZ,0.0034,-1,0.0055,0.0046,0.0013
CI.QSD05,32.6797,-116.9854,781.84, NaN, CI, 01.HNN,0.0028,-1,0.0036,0.002,0.0013, 01.HNZ,0.0056,-1,0.0043,0.0032,0.0029,,,,,,
CI.QSD06,33.1334,-117.3335,722.06, NaN, CI, 01.HNN,0.0028,-1,0.0025,0.0017,0.0016, 01.HNE,0.0022,-1,0.0027,0.002,0.0008, 01.HNZ,0.0032,-1,0.0026,0.0024,0.0013
CI.QUG,34.39558,-118.49837,545.32, NaN, CI, --.HNZ,0.0051,-1,0.0054,0.0049,0.0028, --.HNN,0.0081,-1,0.0041,0.011,0.0053, --.HNE,0.0067,-1,0.0032,0.0046,0.0048
CI.RHC2,34.00095,-118.01333,607.34, NaN, CI, --.HHE,0.0068,-1,0.0069,0.0075,0.0019, --.HHN,0.0058,-1,0.0094,0.0078,0.0019, --.HHZ,0.0045,-1,0.0068,0.0047,0.0026
CI.RIN,34.28196,-118.47925,556.39, NaN, CI, --.HHE,0.01,-1,0.006,0.0057,0.0065, --.HHN,0.0061,-1,0.0053,0.0058,0.0024, --.HHZ,0.0121,-1,0.0042,0.0058,0.0098
CI.RIO,34.10473,-117.97956,600.32, NaN, CI, --.HHE,0.0043,-1,0.0029,0.0039,0.0011, --.HHN,0.004,-1,0.0032,0.0058,0.0019, --.HHZ,0.003,-1,0.0045,0.0028,0.0021
CI.RMM,34.64384,-116.62438,646.09, NaN, CI, --.HNZ,0.0022,-1,0.004,0.0024,0.0009, --.HNN,0.0029,-1,0.0186,0.0036,0.0007, --.HNE,0.0029,-1,0.0103,0.0035,0.0011
CI.RSS,33.97327,-117.32674,650.71, NaN, CI, --.HHE,0.0022,-1,0.0058,0.0015,0.0008, --.HHN,0.0018,-1,0.0033,0.0015,0.0005, --.HHZ,0.0023,-1,0.0033,0.0017,0.0007
CI.RUS,34.05075,-118.08078,599.15, NaN, CI, --.HHE,0.0044,-1,0.0047,0.0058,0.0015, --.HHN,0.0061,-1,0.0043,0.0056,0.0019, --.HHZ,0.0033,-1,0.0028,0.0034,0.002
CI.SBPX,34.2324,-117.23484,635.61, NaN, CI, --.HHE,0.0029,-1,0.0049,0.0023,0.0015, --.HHN,0.0033,-1,0.0052,0.0026,0.0014, --.HHZ,0.0024,-1,0.0041,0.0023,0.0011
CI.SLR,33.83359,-116.79737,695.48, NaN, CI, --.HHE,0.003,-1,0.0023,0.004,0.0019, --.HHN,0.0036,-1,0.0031,0.0028,0.0025, --.HHZ,0.0028,-1,0.0026,0.0024,0.002
CI.SMT,34.33364,-119.01381,523.23, NaN, CI, --.HNZ,0.0158,-1,0.0134,0.0122,0.0092, --.HNN,0.0213,-1,0.0291,0.0239,0.0069, --.HNE,0.0176,-1,0.0257,0.0231,0.0032
CI.WSS,34.1717,-118.64971,556.99, NaN, CI, --.HHE,0.0095,-1,0.0059,0.0047,0.0045, --.HHN,0.0062,-1,0.0092,0.0045,0.0035, --.HHZ,0.0061,-1,0.0044,0.0044,0.0057
CI.YUC,34.19675,-116.40576,693.65, NaN, CI, --.HNZ,0.0149,-1,0.0063,0.0039,0.0023, --.HNN,0.0029,-1,0.004,0.0042,0.0006, --.HNE,0.0026,-1,0.0049,0.0047,0.0009
NC.HTU,36.8272,-121.64288,165.56, NaN, NC, --.HNZ,0.0691,0.0304,0.1019,0.0657,0.0358, --.HNN,-1,-1,-1,-1,-1, --.HNE,-1,-1,-1,-1,-1
NC.KHBB,40.6599,-123.21966,271.88, NaN, NC, --.HNZ,0.0638,0.0083,0.0095,0.0156,0.0152, --.HNN,1.4426,0.0776,0.1522,0.0928,0.0937, --.HNE,-1,-1,-1,-1,-1
NN.PAH,39.7106,-119.3854,298.96, NaN, NN, --.HHE,-1,-1,-1,-1,-1, --.HHN,-1,-1,-1,-1,-1, --.HHZ,0.0772,0.0154,0.0191,0.0261,0.0199
NN.PNT,39.0891,-119.5997,253.05, NaN, NN, --.HHE,-1,-1,-1,-1,-1, --.HHN,-1,-1,-1,-1,-1, --.HHZ,0.0908,0.049,0.0644,0.2036,0.0277
NN.RUB,39.0517,-120.1549,206.67, NaN, NN, --.HHE,-1,-1,-1,-1,-1, --.HHN,-1,-1,-1,-1,-1, --.HHZ,0.1606,0.1484,0.4186,0.2296,0.0316
NN.WAK,38.5043,-119.4382,253.26, NaN, NN, --.HHE,0.0646,0.0479,0.0759,0.1448,0.0207, --.HHN,-1,-1,-1,-1,-1, --.HHZ,0.0713,0.0263,0.0638,0.0748,0.013
NP.1781,37.30143,-121.9039,108.15, NaN, NP, --.HNZ,0.1323,0.0497,0.0555,0.1452,0.0978, --.HNN, , , , ,0.1692,,,,,,
WR.HUF,40.04417,-120.885,229.65, NaN, WR, --.HNZ,0.1082,0.0379,0.0536,0.1338,0.0257, --.HNN,-1,-1,-1,-1,-1, --.HNE,-1,-1,-1,-1,-1
